sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical resistivity,Hall coefficient,Hall movility,Lattice thermal conductivity,Seebeck coefficient,ZT,total thermal conductivity,Electrical conductivity,Power factor
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,500,,0.0000070704,6.5e-8,0.011054,0.934,0.00006794,0.24387,2.7196,141434.7137361394,0.0006528405
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,550,,0.0000092236,6.38e-8,0.0096468,0.8918,0.000082069,0.35744,2.4712,108417.5376208856,0.0007302269
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,600,,0.000011377,6.27e-8,0.0082391,0.8496,0.000097396,0.471,2.2229,87896.6335589347,0.0008337858
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,650,,0.00001353,6.15e-8,0.0068314,0.80739,0.00011392,0.58456,1.9745,73909.830007391,0.0009591845
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,700,,0.000015683,6.03e-8,0.0054237,0.76519,0.00013164,0.69812,1.7261,63763.3105910859,0.0011049601
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,750,,0.000017837,5.91e-8,0.004016,0.72299,0.00015056,0.81168,1.4777,56063.2393339687,0.0012708591
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,800,,0.00001999,5.79e-8,0.0026083,0.68079,0.00017068,0.92525,1.2294,50025.0125062531,0.0014573118
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,850,,0.000022143,5.67e-8,0.0012006,0.63859,0.000192,1.0388,0.98101,45160.998961297,0.0016648151
27946,10.1021/acsenergylett.6b00671,25754,Figure 5C (I),31754,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.10_ nH = 1.4e20 cm^-3,undefined,900,,,,,,,1.1524,0.73264,,
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,350,,0.0000028746,4.35e-8,0.015933,1.0615,0.000025885,-0.11664,3.4825,347874.4868851319,0.0002330875
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,400,,0.0000030876,5.48e-8,0.01446,1.0093,0.000041376,-0.0036577,3.2328,323876.1497603317,0.0005544673
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,450,,0.0000036332,6.3e-8,0.012986,0.95715,0.000056868,0.10932,2.983,275239.458328746,0.000890116
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,500,,0.0000045373,6.83e-8,0.011513,0.90499,0.00007236,0.2223,2.7333,220395.3893284553,0.0011539836
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,550,,0.0000058257,7.07e-8,0.010039,0.85282,0.000087852,0.33528,2.4836,171653.1918911032,0.0013248149
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,600,,0.0000075245,7e-8,0.0085661,0.80065,0.00010334,0.44827,2.2338,132899.1959598644,0.0014192512
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,650,,0.0000096595,6.64e-8,0.0070926,0.74848,0.00011884,0.56125,1.9841,103525.0271753196,0.0014620783
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,700,,0.000012257,5.98e-8,0.0056192,0.69631,0.00013433,0.67423,1.7343,81586.0324712409,0.0014721832
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,750,,0.000015342,5.03e-8,0.0041458,0.64414,0.00014982,0.78721,1.4846,65180.550123843,0.0014630447
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,800,,0.00001894,3.77e-8,0.0026723,0.59198,0.00016531,0.90019,1.2349,52798.3104540655,0.0014428403
27946,10.1021/acsenergylett.6b00671,25504,Figure 2B,31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,850,,0.000023079,2.22e-8,0.0011989,0.53981,0.0001808,1.0132,0.98511,43329.4336843017,0.0014163803
27946,10.1021/acsenergylett.6b00671,25754,Figure 5C (I),31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,900,,,,,,,1.1262,0.73537,,
27946,10.1021/acsenergylett.6b00671,25756,Figure 5C (II),31755,Sn1.03−yMgyTe(Cu2Te)0.05_ y=0.12_ nH = 1.5e20 cm^-3,undefined,300,,,,,1.1137,,-0.22962,,,
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,350,,0.000001116,,,0.99938,0.0000021305,-0.10367,4.6205,896057.3476702509,0.0000040672
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,400,,0.0000021753,,,0.95353,0.000014142,-0.038107,4.2923,459706.7071208569,0.0000919396
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,450,,0.0000032346,,,0.90768,0.000026154,0.027453,3.9641,309157.2373709269,0.0002114734
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,500,,0.0000042938,,,0.86183,0.000038166,0.093013,3.6359,232893.9400996786,0.0003392435
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,550,,0.0000053531,,,0.81599,0.000050178,0.15857,3.3077,186807.6441687994,0.0004703502
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,600,,0.0000064124,,,0.77014,0.00006219,0.22413,2.9795,155947.8510386127,0.0006031433
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,650,,0.0000074716,,,0.72429,0.000074202,0.28969,2.6513,133840.1413351893,0.0007369154
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,700,,0.0000085309,,,0.67844,0.000086214,0.35525,2.3231,117220.9262797595,0.000871286
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,750,,0.0000095902,,,0.63259,0.000098226,0.42081,1.9949,104273.1121353048,0.0010060632
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,800,,0.000010649,,,0.58675,0.00011024,0.48637,1.6667,93905.531035778,0.0011412205
27946,10.1021/acsenergylett.6b00671,25750,Figure 5A,32107,SnTe(Cu2Te)0.05,undefined,850,,0.000011709,,,0.5409,0.00012225,0.55193,1.3385,85404.389785635,0.0012763739
27946,10.1021/acsenergylett.6b00671,25756,Figure 5C (II),32107,SnTe(Cu2Te)0.05,undefined,300,,,,,1.0452,,-0.16923,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,350,,,,,,,-0.053088,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,400,,,,,,,-0.01192,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,450,,,,,,,0.029247,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,500,,,,,,,0.070414,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,550,,,,,,,0.11158,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,600,,,,,,,0.15275,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,650,,,,,,,0.19392,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,700,,,,,,,0.23508,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,750,,,,,,,0.27625,,,
27946,10.1021/acsenergylett.6b00671,25758,Figure 5D,32122,SnTe_ nH = 9.0e19 cm^-3,undefined,800,,,,,,,0.31742,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.4e+26,,,0.0033993,,0.00013167,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.45e+26,,,0.0033582,,0.00013038,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.5e+26,,,0.0033172,,0.00012909,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.55e+26,,,0.0032761,,0.0001278,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.6e+26,,,0.003235,,0.00012651,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.65e+26,,,0.003194,,0.00012521,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.7e+26,,,0.0031529,,0.00012392,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.75e+26,,,0.0031118,,0.00012263,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.8e+26,,,0.0076838,,0.000029264,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.85e+26,,,0.0075558,,0.000029287,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.9e+26,,,0.0074279,,0.00002931,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.95e+26,,,0.0072999,,0.000029333,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2e+26,,,0.0071719,,0.000029356,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.05e+26,,,0.007044,,0.000029379,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.1e+26,,,0.006916,,0.000029402,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.15e+26,,,0.006788,,0.000029425,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.2e+26,,,0.0066601,,0.000029448,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.25e+26,,,0.0065321,,0.000029471,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.3e+26,,,0.0064042,,0.000029494,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.35e+26,,,0.0062762,,0.000029518,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.4e+26,,,0.0061482,,0.000029541,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.45e+26,,,0.0060203,,0.000029564,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.5e+26,,,0.0058923,,0.000029587,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.55e+26,,,0.0057644,,0.00002961,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.6e+26,,,0.0056364,,0.000029633,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.65e+26,,,0.0055084,,0.000029656,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.7e+26,,,0.0053805,,0.000029679,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.75e+26,,,0.0052525,,0.000029702,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.8e+26,,,0.0051245,,0.000029725,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.85e+26,,,0.0049966,,0.000029748,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.9e+26,,,0.0048686,,0.000029771,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,2.95e+26,,,0.0047407,,0.000029794,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,3e+26,,,0.0046127,,0.000029817,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.1e+26,,,0.0036457,,0.00013942,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.15e+26,,,0.0036046,,0.00013813,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.2e+26,,,0.0035636,,0.00013684,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.25e+26,,,0.0035225,,0.00013555,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.3e+26,,,0.0034814,,0.00013425,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33045,Sn0.91Mg0.12Te(Cu2Te)x,undefined,,1.35e+26,,,0.0034404,,0.00013296,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.45e+26,,,0.0040082,,0.00012623,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.5e+26,,,0.0039556,,0.00012564,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.55e+26,,,0.003903,,0.00012506,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.6e+26,,,0.0038505,,0.00012447,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.65e+26,,,0.0037979,,0.00012389,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.7e+26,,,0.0037453,,0.0001233,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.75e+26,,,0.0036927,,0.00012272,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.8e+26,,,0.0036401,,0.00012213,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.85e+26,,,0.0035875,,0.00012155,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.9e+26,,,0.003535,,0.00012096,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.95e+26,,,0.0034824,,0.00012038,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2e+26,,,0.0034298,,0.00011979,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.05e+26,,,0.0033772,,0.00011921,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.1e+26,,,0.0033246,,0.00011862,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.15e+26,,,0.003272,,0.00011804,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.2e+26,,,0.0032195,,0.00011745,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.25e+26,,,0.0031669,,0.00011687,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.3e+26,,,0.0031143,,0.00011628,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.35e+26,,,0.0030617,,0.0001157,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.4e+26,,,0.0030091,,0.00011511,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.45e+26,,,0.0029565,,0.00011453,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.5e+26,,,0.0061299,,0.000024954,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.55e+26,,,0.0059626,,0.000025039,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.6e+26,,,0.0057953,,0.000025124,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.65e+26,,,0.0056281,,0.00002521,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.7e+26,,,0.0054608,,0.000025295,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.75e+26,,,0.0052935,,0.000025381,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.8e+26,,,0.0051262,,0.000025466,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.85e+26,,,0.0049589,,0.000025551,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.9e+26,,,0.0047917,,0.000025637,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,2.95e+26,,,0.0046244,,0.000025722,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,3e+26,,,0.0044571,,0.000025808,,,,
27946,10.1021/acsenergylett.6b00671,26385,3(a),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,3.05e+26,,,0.0042898,,0.000025893,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,7e+25,,,0.004797,,0.000135,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,7.5e+25,,,0.0047444,,0.00013441,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,8e+25,,,0.0046918,,0.00013383,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,8.5e+25,,,0.0046392,,0.00013324,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,9e+25,,,0.0045866,,0.00013266,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,9.5e+25,,,0.004534,,0.00013207,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1e+26,,,0.0044815,,0.00013149,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.05e+26,,,0.0044289,,0.0001309,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.1e+26,,,0.0043763,,0.00013032,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.15e+26,,,0.0043237,,0.00012973,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.2e+26,,,0.0042711,,0.00012915,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.25e+26,,,0.0042185,,0.00012856,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.3e+26,,,0.004166,,0.00012798,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.35e+26,,,0.0041134,,0.00012739,,,,
27946,10.1021/acsenergylett.6b00671,26386,3(b),33046,Sn1.03−yMgyTe(Cu2Te)0.05,undefined,,1.4e+26,,,0.0040608,,0.00012681,,,,